names,values_a,values_b
Kirstin Braun,7500,2549
Alyce Tremblay,6948,1799
Joanne Weissnat,7119,9176
Makai Sporer III,5017,8522
Mr. Ethelbert Labadie,6856,1701
Brittny Vandervort-West,2988,7159
Dr. Gale Leuschke DDS,2428,9847
Beryl Casper-Langworth,978,4777
Colten Keebler,4426,5386
Claude Anderson,5874,966
Holly Rutherford,4573,138
Torrence Kemmer-Witting,865,2798
Salvatore Bosco,84,3068
Mr. Clifton Koch,9923,2319
Ms. Kaylyn Blanda,4030,6475
Elena Langworth MD,4648,5843
Mauricio Lemke,2069,9867
Edythe Mills,2750,6651
Dr. Jaylen Kertzmann,1461,658
Furman Oberbrunner-Emard,9934,2122
Mr. Buster Schultz,198,2554
Mrs. Alyse Cremin DDS,1760,9788
Sheena Hegmann,2538,7357
Dr. Rome Huel,3631,6595
Mr. Bliss Donnelly I,7374,5449
Lyndsey Mueller,3384,2000
Mrs. Casandra Breitenberg MD,893,3762
Gerrit Lynch,9274,242
Roena Harber DVM,4387,8742
Mr. Hosea Lindgren,570,9533
Marylee Greenfelder,169,7313
Kash Walter,1823,7273
Montie Lind,5545,5323
Dr. Monroe O'Hara III,3947,8254
Penelope Nienow,201,7688
Dr. Elby Stoltenberg,1025,470
Knute Watsica,8759,5747
Pricilla Yost,7850,8906
Wes Corwin-Kerluke,1483,961
Annabel Hansen,5058,8642
Dr. Koda Hauck,6241,2453
Presley Hintz,9464,9821
Jax Kihn PhD,7986,9599
Dr. Ellen Turcotte DDS,1136,3750
Colin Tremblay,4880,470
Mr. Darrel Schowalter,6068,6989
Ama Cartwright PhD,8550,52
Frankie Roberts,516,5610
Vicy Goldner-Kuhn,7979,6598
Lucio Ortiz,6804,2489
Elyse Buckridge,9378,3916
Maxim Aufderhar,9873,1223
Ms. Louann Welch DVM,1963,5639
Debrah Davis,9768,7535
Hana Boyer DDS,2624,9215
Suzy Metz,550,4188
Wash Watsica,2383,4225
Ms. Elmire Howe DVM,1698,2530
Dr. Che Von,7734,6999
Margo Stehr,7540,9085
Avie Cassin,4305,5999
Dr. Teddy Bahringer,8175,2094
Eugenie Ziemann,1617,1669
Darby Keeling,1015,5121
Khalilah Stanton,3102,7651
Pauline Ortiz,2274,2264
Hester Schmitt,5527,8610
Dr. Seamus Denesik,1531,3368
Elianna Goodwin-Daugherty,3075,3299
Juana Bogisich,8792,7388
Kipp Bailey,5972,1525
French Kihn-Ernser,2186,2716
Lisette Gaylord,7500,7193
Lindy VonRueden PhD,2745,8588
Ms. Cambria Trantow DDS,9599,9910
Mr. Dallin Kuhic PhD,112,3497
Mrs. Rosaline Wolff,5625,4807
Karrie Brown,3627,3982
Chauncey Kassulke,9464,182
Dr. Alexys Jakubowski,4268,9927
Marcello Muller,106,5718
Alexandra Steuber PhD,1786,5625
Dr. Rollin Rippin,552,8125
Mrs. Lulla Doyle,2345,7796
Santiago Runolfsdottir,6783,5166
Brandie Marvin,802,8185
Mr. Timmie O'Keefe,9962,4139
Ruie McCullough,1394,6622
Chandler Watsica MD,1640,1899
Darryll Gaylord,6956,4520
Kayson Gerhold,6386,2436
Micah Willms MD,2028,6698
Octavia Brekke-Koelpin,8316,2418
Mr. Gilman Collier,6639,7301
Danyelle Tromp,7927,387
Philo Willms V,7927,6338
Emely Ratke MD,4289,6544
Gemma Simonis-McDermott,7457,5902
Sondra O'Kon MD,4805,9784
Art Torphy,5703,7259
Berenice Leuschke-Balistreri,8881,8828
Mr. Captain Heathcote,6951,3402
Ronaldo Johnston,6693,5070
Kamari Mertz,8897,7771
Isadore Bauch,5898,9263
Agnes Roob,9796,1324
Zayden Conroy,633,5827
Jose Hagenes PhD,8132,5379
Mattye Macejkovic-Wiza,5542,5757
Staci Labadie,2059,3777
Arlyn Conn,881,926
Artie Ledner,9636,1746
Marietta Wolf,4426,4142
Derrell Carter,9030,7417
Emmons Fay,8252,830
Sim Haley,8351,933
Juston Weissnat Jr.,5902,2785
Vinie Zieme,1309,8390
Dr. Junious Kuphal PhD,1774,6269
Hosie Rau,2486,2949
Brycen Pfannerstill MD,2186,5551
Lilyan Smitham,411,2434
Dr. Hansford Dickens PhD,1603,9851
Maira Johns,7171,8245
Finis Mante,2718,7079
Miss Leyla Cronin DDS,6932,6006
Madilyn Reichert,4533,3465
Lorelai Bosco,5675,3114
Edmund Pagac,3849,9656
Minna Bode,7670,2030
Luanne Romaguera,5638,8760
Annalise Wolf,2820,886
Mr. Tim Kihn II,5356,804
Trevion Labadie,3171,8861
Corina Roob DDS,3899,976
Alla Grimes DVM,4620,2383
Keyshawn Stracke-Murazik,2347,2336
Felton Schroeder,1460,3268
Luberta Stamm PhD,6796,8110
Dr. Alesha Grimes DVM,7932,6908
Debora Rath DVM,3285,5418
Buelah Cormier,9858,3104
Rodney Rohan,9971,9614
Kinley Mante,3833,1139
Savilla Wisozk,4140,6071
Kaitlynn Ebert,1990,8220
Reynold Bode,8292,1087
Breann Pfeffer-Runolfsdottir,2498,8554
Antonia Gerlach,4494,6841
Jeffery Kovacek,1187,6253
Odus Brown,2917,7632
Leia Hansen,5211,1062
Boris Waelchi,4656,7307
Agustin Kozey,5425,4447
Dr. Irma Mraz,1004,350
Hollie Jacobson,6042,7248
Audy Spinka,6781,866
Miss Orma Johnson,5007,6746
Mrs. Marita O'Reilly PhD,8764,2876
Evelena Hackett,175,6960
Krystina Cronin,1759,3983
Sally DuBuque PhD,9416,9454
Obe Block,9602,2149
Mr. Rolland Hartmann,3890,788
Dr. Ford Block V,6103,164
Fatima Kuphal,4539,4517
Mari Macejkovic DDS,8751,3627
Lelia Lockman,3075,4754
Cleve Steuber,4869,8294
Esley Doyle,5923,464
Dr. Hilmer Bode,7365,5080
Porsha Douglas PhD,4421,6785
Kaydence Champlin,1002,8466
Mrs. Saniyah Conn,2341,9521
Keandre DuBuque,8080,8364
Mr. Jaxen Jacobi V,117,7319
Fed Gutmann,4624,5382
Ica Ward DDS,3813,6589
Mr. Jens Oberbrunner,532,589
Dr. Bev Schmeler,7775,1384
Mrs. Chanda Kuhn DVM,5694,928
Kristin Olson-Connelly,9422,3908
Heidi Schuppe,9467,2223
Teena Parker,6987,1036
Rona Maggio-McDermott,5635,5819
Littie Stark,3638,9841
Beatrix Thompson-Hermann,596,4874
Aubrey Boehm II,9428,1914
Mr. Delmas Harvey,6603,7071
Sherryl Ondricka,2583,2519
Evon Schroeder,3981,9784
Dr. Candy Pollich,166,4858
Keion Hagenes,4279,3822
Lavelle Haag,8716,7585
Cameron Stanton-Turner,6431,674
Ancil Gottlieb,9861,1678
Ethelyn Mitchell-Hartmann,4934,598
Chace Zulauf,1507,669
Kristina Hoppe,4370,896
Katharina Pouros,3058,1688
Marshall Schinner-Lowe,6904,5934
Dr. Everett Aufderhar III,9975,3173
Brien Larkin,7916,7362
Jamya Hyatt,5657,7228
Lamarcus Carroll,2213,6016
Trumaine Greenholt DVM,941,4175
Ms. Allyson Schmeler DVM,1275,1324
Dr. Ayleen Kuhn DDS,6462,305
Bette Welch,958,728
Taraji Hoeger,5836,5586
Magen Hoppe,8948,7853
Dr. Amado Steuber,1872,6778
Ariana Okuneva DVM,4230,7641
Bobbi Paucek PhD,1754,1429
Blair Langosh,1993,1691
Spurgeon Luettgen,2867,5102
Jerri Schinner DVM,4482,6499
Waymon Sporer,6029,5734
Annis Von,4708,9476
Morris O'Keefe-Connelly,3851,698
Russell Blick,3100,5970
Marchello Hegmann,5495,9330
Ms. Julia Hegmann DDS,9451,5623
Donal Pacocha,8948,8386
Dr. Ashlynn Lehner,3100,5084
Elnora Shields,9707,5947
Bliss Turner,7535,9161
Dr. Vander Crooks,2320,5315
Adele Beatty-Kovacek,2614,2148
Effa Robel,1443,7119
Sofia Erdman,8830,7369
Harlan Stracke,3272,3331
Linnie Morissette,4180,8141
Maurine Shanahan,9487,5826
Tammi Jones MD,7194,9452
Michael Mayer,6880,6296
Glenwood Schuster,782,7064
Lavonda Bergnaum DDS,8712,8158
Mr. Tylor Wyman,8075,1034
Dr. Hart Skiles,229,6011
Mr. Malaki Wyman,1050,5733
Dewitt Witting-Bailey,6921,885
Miss Dillie Reilly,7780,4958
Nayeli Koelpin PhD,6890,5315
Irvine Block-Green,9028,8137
Verda Medhurst,8894,3750
Angelique Koss DVM,2907,2946
Lilliana Lesch,5805,1489
Lindell Raynor,8658,1672
Dr. Kellan Bradtke Sr.,6335,2038
Payton Hane-Pacocha,5566,6521
Isidore Bashirian,9189,9071
Lindsay Kerluke,8510,4277
Casimir Dooley,5452,9540
Oakley Kunde-Durgan,3842,1741
Tyson Beer,3521,8787
Jamarcus Beahan,9544,1978
Alline Brekke,2355,5043
Sherryl Cole,8063,9271
Dr. Shanika Stoltenberg DDS,7692,980
Davey Aufderhar,9554,543
Johnie Barrows-Beatty,2434,6248
Dana Olson,6328,9143
Isabella Legros,1106,6188
Nallely Homenick,8765,1845
Dr. Melodee Goyette,4069,5465
Nelson Buckridge-Kreiger,3593,9576
Miss Amirah Hamill,5221,7165
Lacey Bauch,4036,8499
Nichol Abbott,3515,4913
Brooks Reichel,7572,7249
Herb Schinner,7876,9176
Ms. Clytie Hagenes,4596,688
Kaitlyn Schmeler,6227,6768
Jimmie Walker,5917,902
Mr. Dominic Grady III,3110,1
Kelsie Ferry,2645,411
Nan Dicki,2034,4987
Josh Wuckert,6818,8451
Dylon Zboncak,2219,9032
Rocky Swift,40,9037
Luis Goodwin,4680,3901
Chadrick Bayer,6671,1289
Keion Williamson,1718,1613
Kyra Metz,5164,4414
Kallie Dickinson DVM,6324,5300
Tanja Wiegand-Murphy,7361,1655
Theodocia Farrell,9982,1492
Lionel Goodwin,5985,9768
Kya Purdy-Legros,4463,4626
Wendy Feeney DVM,5613,4225
Ivory Walker,1513,9129
Rihanna Bogan,36,5783
Dr. Theo Weimann PhD,4715,8981
Clabe Spinka,6538,9366
Zakary Carroll,7309,6476
Mrs. Kristin McLaughlin,3375,4189
Kaleb Bode,588,249
Cathrine Kessler,9798,629
Ronin Metz,9085,2574
Signa Cormier,2826,9795
Lorraine Becker,4916,4662
Kecia Bailey DDS,9785,3764
Clemmie Windler,3504,5270
Dr. Isamar Kovacek DDS,2220,7841
Worley Cole,4999,6705
Mrs. Clarice Bosco PhD,3270,3586
Eldon Auer,8153,2833
Verna Murray,5892,3213
Ms. Natalie Larson,3179,6082
Brandee Breitenberg DVM,671,440
Lorenzo Durgan,6489,1024
Mr. Steve Beahan,8844,3921
Mrs. Jorja Abbott,4547,4243
Dr. Willian O'Reilly V,805,8031
Haleigh Treutel MD,1710,2848
Mrs. Jasmyne Torp MD,9468,5506
Dr. Hart Brekke,2892,837
Hildur Schulist,8843,5802
Korey Feil,1921,3359
Dr. Mervin Willms DDS,5114,2372
Dr. Marisa McLaughlin DDS,2226,5976
Robbin Rolfson,4600,8121
Otelia O'Conner,2923,6727
Suzette Stiedemann,9410,4635
Miss Wilda Padberg DDS,1594,4614
Zora Ferry,619,336
Metta Paucek,8933,7182
Dawson Jacobson,5718,7717
Moe Padberg,9717,3989
Ms. Latosha Wuckert,8135,7900
Ewell Collins,8387,5091
Mrs. Damaris Langworth DVM,3691,7335
Matthew Emard,2254,5957
Genevieve Hackett MD,1728,4565
Dr. Jamar Hessel,8530,4421
Mr. Dionte Lehner PhD,7507,8820
Wendel Lakin I,4605,147
Dr. Young Heller II,37,6341
Arsenio Emmerich,3232,6198
Montana Muller-Waelchi,6363,6188
Isom Borer,5188,919
Lynn Farrell,6106,7120
Clemmie Corkery-Casper,4147,1577
Winona Prohaska,7903,6071
Gussie Trantow,8489,4903
Jeannie O'Connell,1789,9857
Rustin Murphy-Schmeler,4587,8358
Ms. Skylar Gutkowski PhD,9221,4580
Lesia Lowe,7060,2992
Vertie Jaskolski,5934,2700
Brook Hand,4111,964
Leone Kirlin,4657,3597
Miss Kaila Christiansen PhD,2311,4207
Dr. Blair Hoeger,6880,3802
Agustus Graham,2106,3505
Odalys Koss,5544,2995
Broderick Bins-Corkery,1985,4192
Florian Dietrich-Abernathy,9978,5612
Dr. Edsel Robel,2846,516
Dr. Derl Sipes I,8973,3259
Ragna Heaney,621,8879
Aaron Friesen II,6560,1545
Ritchie Hegmann,1948,5290
Ms. Glenn Waelchi DDS,3149,9512
Kaiya Kuvalis,1773,633
Dr. Bettylou Kessler DDS,9509,8221
Dr. Malik Rogahn V,7463,285
Dolph Smitham,8329,6405
Leonel Grimes V,1080,2729
Amara Ward-Kihn,3808,3078
Elex Mann,2013,2151
Edrie Ritchie,3815,8349
Mr. Vidal Watsica V,3563,1089
Mr. Zachary Turner V,1391,3616
Clell Vandervort,6094,3613
Violetta Kohler,1107,4618
Gilmer Streich,9370,2865
Jermain Swaniawski-Koss,2012,3091
Dr. Willia Stiedemann DDS,8072,4069
Osa Berge,6067,1127
Dr. Dirk Marks Jr.,8326,60
Jeremie Stoltenberg,8350,4543
Mr. Parley Tromp,2449,6897
Katheryn Cormier PhD,6144,9670
Mr. Enos Weissnat V,328,6078
Zander Wunsch-Jacobs,927,7470
Waneta Lynch,8356,6163
Evangeline Beahan,4524,3521
Elnora Kshlerin,2036,4356
Ahmed Boehm MD,1934,9138
Jude Schuster,6729,625
Elyssa Schuppe DDS,1558,3282
Mavis VonRueden,3279,7960
Malik Kautzer,8900,5342
Mckenzie Haag,9303,6977
Mrs. Edrie Halvorson,6047,9395
Ether Wilderman,847,9067
Leopold Carter,6769,4218
Dr. Elwin Miller,1969,9495
Dr. Pearl Heller MD,9718,3029
Icey D'Amore,5994,4620
Cyntha Koelpin PhD,5780,7869
Verne Jaskolski,5547,8812
Stephania Armstrong-O'Hara,72,569
Marcell Kunde,8512,5653
Gustavus Hintz-Stark,8354,7391
Brynlee Zboncak DDS,3455,8707
Dr. Florie Krajcik MD,4521,9412
Mr. Thurlow Crist Jr.,658,7328
Mr. Hymen Weber,2969,2669
Leonidas Huels-Schuppe,1770,6066
Darleen Raynor,2287,4392
Barnard Harber,2246,6204
Hilary Marquardt,7996,3228
Darian Crist,2240,6967
Stanford Nienow,8675,8878
Prosper Beahan,963,5368
Miss Annice Dickinson,701,3116
Mr. Arturo Durgan II,9770,8913
Dr. Donell Runte Jr.,8095,1263
Almyra Oberbrunner,7677,149
Brande Herman-Stamm,5570,2427
Jermaine Beier I,6006,1264
Dr. Milton Ziemann DDS,6230,6803
Laddie Haley,1726,6195
Coralie Marks-Daugherty,8653,5584
Dannie Schneider DVM,4836,2808
Lark Kihn,7844,9084
Carson Hand,3341,1505
Dr. Cicero Marks II,3258,4919
Deliah Stark,9629,7813
Chalmers Rohan,7990,9256
Meta Marvin,125,3040
Dr. Obie Little I,5081,5261
Dominic Toy,3563,7701
Alphonso Beer,6937,2099
Mickey Torp,9008,2730
Miss Shauna Hudson PhD,4278,5485
Tambra Luettgen,518,871
Bethel Welch,8838,4944
Dr. Vernell Douglas,9948,538
Gussie Homenick MD,8692,8969
Hettie Rutherford,6145,1830
Dionne Lesch,7873,1066
Elijah Littel,5876,5228
Melanie Stehr,7820,3602
Moriah Bauch,451,7289
Kandice Flatley,6854,7953
Brittany Schuster,8571,1053
Wirt Boehm,219,5079
Lawyer Johnston,5558,2304
Garnet Witting,8737,3289
Marina Nolan,9682,7085
Phoenix Nienow-Lindgren,8947,2733
Ms. Vernice Abbott DVM,2969,1315
Shanta Dietrich,4663,8513
Mr. Murphy Bogisich Jr.,5275,1796
Tamra Gusikowski,5212,8796
Ms. Flora Ward MD,883,5065
Mannie McKenzie,6009,7143
Charleen Smitham,9444,922
Tatsuo Leffler Jr.,4715,7940
Gennaro Collier,9100,7551
Shiela Monahan,3637,3868
Antoine Herman,7250,5385
Mrs. Alta Kilback PhD,9791,2475
Worth Kihn Sr.,1240,8542
Trae Predovic,6996,3419
Mrs. Eleonora Wyman DDS,5928,3258
Janelle Hintz MD,3534,8631
Karissa Pollich,904,9083
Ms. Merna Pagac,6866,263
Walter Cole-Lind,7175,7585
Job Willms-Konopelski,3971,459
Nannette Koch,5037,9532
Jayne Heathcote PhD,2314,609
Doyle Herman,9654,1063
Luanne Schultz PhD,8975,4464
Ibrahim West-Lynch,5589,8485
Yahir Willms-Prohaska,363,955
Miss Brenna Kutch DDS,6241,8410
Leala Torphy,9920,8219
Dr. Quincy Wisoky,5170,9256
Christina Steuber,2963,2183
Kiley Waters,63,7540
Durell Stanton,3248,3550
Herbert Fisher,5104,7488
Webster Stokes,6650,6044
Colby Bartoletti,2041,9558
Penni Cremin,1997,9694
Allisson Grant,52,6174
Sabra Spencer-Kub,2414,9885
Mr. Jimmy Stanton DDS,8662,2076
Jalon Balistreri,1262,2219
Celena Klocko,6350,3839
Liddie Monahan,9405,9121
Janette Daugherty DDS,6928,3464
Mr. Jeremey Denesik,8154,3843
Antonette Jaskolski,5165,1589
Doug Tillman,4501,9482
Cristy Russel-Monahan,6902,8998
Ardelia Pacocha,2092,7537
Dr. Kayleen Jast,2906,1120
Nell Lang,3095,5650
Sondra Hoeger,5266,4344
Eboni Ratke,369,2095
Lamarcus Abernathy,9639,8288
Tangela Purdy,5654,6774
Cammie Reinger,3868,1773
Haylie Kuphal,260,6629
Shemar Hauck,3908,8983
Miss Lahoma O'Kon DDS,2735,13
Deward Conn,5729,64
Deirdre Schmidt,3352,9872
Azul Gleason,4214,949
Dr. Dedra Parker,7407,3955
Toya Collins,566,2301
Elva Gutmann-Wolf,5693,9987
Lavonne Windler,5935,5029
Clifton Harvey,3067,513
Mason Blanda-Eichmann,2483,6482
Ronnie Bashirian,1576,5565
Dr. Zena Collier,6708,2256
Moises Rolfson,9948,6078
Willene Ruecker,9551,6540
Stasia Bergstrom,3642,7300
Eryn Kuhn,4104,2956
Mrs. Citlali Kunde,6248,3827
Larkin Witting,5909,4906
Almeda McGlynn,2128,5859
Rhett Gottlieb-Bosco,548,4747
Shirlee Crist-Miller,8231,4221
Toni Stark,7765,742
Dr. Cortez Adams IV,9390,1393
Miss Charisse Fahey MD,8699,361
Kameron Dooley,7443,3710
Lena Emard,554,1003
Alexis Kulas,2629,1215
Denzel Robel-Glover,9938,4620
Estes Bahringer-Raynor,9146,5942
Marvel Huel DDS,5161,423
Mrs. Dallas Cummings,5345,659
Mrs. Effa McKenzie DDS,5972,8490
Aditya Boyle,7283,6650
Dr. Kiana Pacocha,7435,151
Toney Hills III,439,8266
Dr. Anice Funk,4817,6017
Mr. Teagan Will,6044,759
Diamond Connelly,7458,1382
Howard Jacobi-Miller,1875,8626
Ms. Annalise Stark,7474,8792
Mr. Cloyd Konopelski IV,1697,5205
Nico Goyette,3686,4973
Che Adams-Effertz,3814,7341
Talon Gutmann,7032,6435
Murry Bednar,771,287
Linn Macejkovic,8280,5401
Tegan Greenholt-O'Reilly,7019,6473
Claudette Pagac DDS,6788,2980
Shyann Gutmann,6913,5222
Cinnamon Friesen,3026,1347
Piper Donnelly,9786,7902
Khalil Cole,4432,9414
Karolyn Crooks-Leuschke,6204,3667
Lindsey Kuhlman,8816,7891
Ica Bruen,7858,97
Nelia Mueller-Dickens,6943,961
Calhoun Glover,8689,8179
Mr. Duncan Schmitt PhD,6826,3751
Mrs. Emelia Pfannerstill DDS,3468,3929
Raquan Macejkovic-Marvin,2175,7878
Madison Renner,2413,9262
Dr. Deforest Murray,1088,5235
Alice Koch,1790,4458
Miss Signa Bailey,2029,912
Benjaman Willms,3939,9613
Ms. Helma Kreiger,2014,4508
Ami Schimmel MD,3252,5524
Mr. Van Gerlach IV,4013,3048
Retta Simonis,7234,5210
Javier Leannon-Beier,331,8908
Cameron Kiehn,1497,7406
Clarance Farrell,2475,817
Ronda Carter MD,7124,7639
Lemma Sipes,4553,6935
Priscilla Senger,6164,426
Damaris Friesen,387,4594
Dessie Cassin,676,6105
Louvenia Schaden,8931,9554
Bula Von DDS,2359,801
Audry Torp,894,2246
Greta Mayer,9081,1978
Doug Wisozk,2440,9407
Major Hegmann-Tromp,4779,2097
Claudius Hudson,5157,5794
Harlon Considine I,6814,2743
Beulah Frami,6604,8575
Ashley Hills-Lubowitz,948,4843
Mathew Torp-Rosenbaum,8867,1598
Lakeshia Raynor,5984,5403
Anabelle Cronin DVM,770,7712
Mrs. Marcia Paucek,9400,7579
Dr. Christoper Kerluke,477,2084
Bailee Casper,1845,1619
Mrs. Mame Fay,9818,1226
Johnny Vandervort,7795,2290
Mr. Erwin Bauch,3030,5775
Yael Dibbert,9764,8859
Laurance Hayes,5474,3374
Dr. Darrel Jones DDS,9688,5011
Eva Spencer,1082,6968
Katlyn Volkman,4362,4803
Dr. Hailie Auer DVM,449,5535
Keshia Howe,9031,7815
Edla Huel,8389,3865
Christen Kassulke DVM,2343,5248
Miss Dorathea Collins PhD,7493,5831
Linette Schneider,8946,9971
Samual Adams,2933,4899
Shoji Kemmer PhD,6006,2212
Elyse Abshire,6631,8012
Fulton Bahringer I,3002,9833
Rosena Paucek,2091,5370
Adalyn Spencer,2302,378
Shay Lebsack,8443,8791
Dr. Haiden Jacobi IV,5201,6594
Ms. Kimberly Huels MD,8461,8863
Danniel Hansen Sr.,7979,8983
Mrs. Tishie Brakus,6980,7974
Bettye Parker,2558,9822
Benita Rosenbaum-Daniel,5192,8596
Kati Borer,1877,9365
Gifford Lynch-Considine,1549,6480
Luverne Torphy-Jacobs,6511,5476
Ayesha Reichert,533,5563
Kaylee Pfeffer DDS,9732,8325
Olin Kemmer-Gleason,4414,8498
Darell Jacobs,5631,9927
Lynnette Zieme-Cronin,281,3635
Paula Grimes-Douglas,8678,6642
Eugenia O'Reilly-Kuvalis,5752,3303
Euna Homenick DVM,9113,2191
Clyda Larson MD,3026,8095
Darren Gerlach,8353,1411
Mrs. Collette Eichmann,650,903
Dr. Honora Rutherford,3069,888
Dr. Arleth Stiedemann DVM,2431,7114
Miss Abbigail Simonis,3008,5053
Desean Thiel,4737,6741
Rosco Runolfsson,7526,9780
Mrs. Delilah Shanahan PhD,7160,2277
Felipe Brown,4759,4467
Mr. Brody Quitzon,6953,2072
Magdalene Dare,7678,6193
Cristine Mante,7013,4129
Rollin Lesch,3717,6037
Carolyne Greenholt,9068,3969
Dr. Orvel Boyer PhD,1767,721
Isla Mayer,9882,7803
Aurelia Treutel-Mueller,3572,2922
Mrs. Evonne Gusikowski DVM,458,2591
Judge Dickinson II,9428,1018
Hale Ebert,8136,1780
Dr. Willard Flatley,6703,3310
Mrs. Dorathy Schroeder DDS,736,8180
Math Jast,9192,7726
Dolphus VonRueden,4352,159
Virgie Bradtke,5147,669
Lurena Willms,3191,5428
Grace Kertzmann,2172,6426
Janessa Feeney,7206,9326
Moshe Halvorson,2433,66
Osie Hauck,7927,6063
Orris Kling-Hammes,2131,8
Reyna Koch MD,6026,5982
Rowland Morar,3903,8336
Ms. Shaina Reynolds DVM,8128,4807
Cindi Grimes MD,6104,8782
Luigi Schroeder III,35,2310
Geraldine Brown,9911,1133
Norberto Runte,7361,6399
Banks Graham Sr.,2581,1410
Miss Charlottie McDermott PhD,68,426
Dr. Dion Larkin,890,1016
Violeta Frami,5676,4549
Kerwin Crist,8708,6253
Vernelle Connelly DVM,5058,4395
Mr. Barnard Ledner Sr.,1772,9878
Lucina Haley,1087,7712
Mikeal McKenzie,7667,3166
Alessandro Aufderhar-Prosacco,8210,9999
Shanon Sawayn,2047,3334
Tito Heathcote,5610,9101
Benny Kihn,485,4297
Vollie Lueilwitz,6299,2605
Ms. Billie Sanford,6138,6534
Stephania Mayer,6601,7690
Ms. Mozell Thiel MD,3706,6260
Corey Ankunding,1655,4909
Dedrick Lubowitz-Homenick,8856,4058
Laraine Pacocha,973,9301
Fitzgerald Monahan,7079,9709
Miss Eleanore Weissnat,2184,1867
Rosaria Koelpin,2072,6600
Harriet Rath-Lockman,9413,7159
Miss Windy Steuber PhD,4777,386
Osie Schmidt-Schmitt,8467,2090
Levie Bins,8939,758
Mrs. Carie Kihn,5996,8678
Cason Ritchie IV,3722,913
Mr. Hezzie Beier,6257,404
Oren Bernier-Moen,2801,2018
Normand Huel,732,5830
Brandyn Lynch-Abbott,2152,2274
Ralph Bechtelar,647,6333
Luvenia Denesik,4576,2554
Hall Collier,9800,5166
Dr. Elisha Sporer IV,3835,9918
Demi Metz,7582,2074
Dr. Zaida Bogan MD,7580,8413
Laron Ondricka,5606,3513
Kennard Anderson,6481,6397
Ginger Lebsack,628,5258
Devan Auer,6488,4087
Ms. Almeta Crooks,8547,9868
Mr. Justen Brown I,703,3945
Tyreek Kreiger II,4660,9350
Melba Effertz,2589,4632
Kesha Howe DVM,502,1536
Keara Bode,4815,3600
Darrion Buckridge,2631,1645
Dr. Morgan Gusikowski DDS,3242,568
Leroy Bayer Jr.,735,9729
Erastus Larson II,1218,3522
Alfonso Yundt,2080,7502
Dr. Kellan Stiedemann,741,6441
Marquis Dibbert,5351,8092
Alexis Corkery,7140,3847
Dr. Kimberly Koss V,7302,5704
Beecher Haley Jr.,1599,1460
Mrs. Dahlia Gutkowski,7712,6403
Dr. Philo Rutherford,4428,6436
Selah Cruickshank,9316,826
Cason Robel DVM,7311,2646
Shantell Borer-Reichel,4525,846
Alton Wilkinson V,669,2551
Daphne Moore,7216,3479
Mrs. Alexandr Jast DDS,4237,9451
Steward Tromp-Little,6098,8127
Brodie Rau-Crooks,327,8170
Ms. Elizebeth Bosco,2281,1278
Sherwood Fritsch MD,4358,8910
Mathias Kovacek II,8388,6249
Zachery Schroeder,3191,5026
Leonora Effertz,9596,7362
Mr. Adolfo Kub,6336,5128
Dr. Gerri Zieme DDS,9011,6856
Russell Schinner,4372,8239
Ashlea Wuckert,478,1184
Orren Breitenberg,2169,2466
Carol Ferry,2413,236
Larry Corwin,8837,1596
Bree Flatley,367,2020
Hiroshi Renner,8744,4544
Caleb Blanda,9296,9480
Tonda Balistreri,3972,3279
Adriel Beatty-Koelpin,1585,4695
Elizah Kuhic,6321,4403
Mateo Kemmer,8089,8581
Dr. Linette Roberts,5504,8335
Mahlon Rice,485,9212
Emmet Collier,7146,6262
Rhiannon Metz-Satterfield,9642,7629
Ms. Cleta Lakin DDS,6108,2769
Ozie Klocko,5278,4030
Ovid Raynor-Halvorson,1105,2521
Dr. Lavenia McLaughlin DVM,6966,7871
Lavada Goldner,6478,3418
Mrs. Cornie Green,6357,2433
Lilyan Abernathy MD,2140,1773
Adams Schowalter-Corkery,7821,1393
Mrs. Edith Mueller,1371,1659
Dr. Clara Satterfield,6116,6960
Sammy Dibbert,4821,4454
Ms. Tella Bergstrom,7023,623
Cristopher Hammes,383,4800
Cristine Cassin,3981,5136
Yulisa Weissnat,9334,7814
Doc Larson DDS,6713,2827
Vince Tromp III,8789,7384
Pheobe Padberg MD,1945,4664
Jerrilyn White,9859,3271
Jayme Parker MD,6400,741
Tisha Adams,5491,2303
Christina Schinner,6879,2865
Knox Fritsch,5522,4368
Martika Lindgren,7134,442
Kristine Dicki,6684,7109
Trinity Raynor,1966,5561
Brennon Hagenes,2773,1846
Willia Nicolas,9655,9055
Hettie Marks,4481,5827
Kolton Sawayn,5917,1115
Sunny Crist,6502,6357
Dr. Sammie Jast,5819,735
Elise Glover,9398,1162
Ronny Schinner,2229,7063
Jaren Paucek,1649,5285
Candace Trantow,3819,5909
Pattie Hansen,347,3992
Leif Greenholt PhD,8718,8283
Shavon Gulgowski,6676,683
Lukas Gerlach-Legros,5701,3335
Donal Johnston,1387,3937
Nakia Rau,299,4677
Huston Konopelski-Schmitt,4775,1745
Erle Rau-Keebler,4459,5329
Eddie Kohler,3285,444
Dosha Hand,4524,1438
Luigi Connelly,1109,7123
Mr. Bradyn Orn IV,8280,1861
Unknown Ankunding MD,7184,3290
Renard Wyman,426,5612
Fredy Christiansen PhD,7860,2203
Joseluis Green-Steuber,3829,6963
Benjamin Grimes II,3249,8585
Le Miller,3989,5492
